Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,Dameron Hospital,CHOS2ULS001,Desktop,DAMERON\ULS,Microsoft Windows 10 Enterprise 10.0.19045,MJ072KGX,CHOS2ULS001,2025-03-26T23:53:53Z,"6C:4B:90:63:19:3C, C0:B6:F9:30:9F:6C, C0:B6:F9:30:9F:70",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS2ULS002,Desktop,DAMERON\ULS,Microsoft Windows 10 Pro 10.0.19045,MJ06MUVZ,CHOS2ULS002,2025-03-26T23:53:53Z,"6C:4B:90:4E:9C:EA, D4:6D:6D:F6:BD:1E",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Offline,Dameron Hospital,CHOS3CC002,Desktop,,Microsoft Windows 10 Enterprise 10.0.19045,MJ04AHFN,CHOS3CC002,2025-02-10T14:36:44Z,"00:23:24:BD:CA:AE, 3C:52:A1:CA:62:2B",Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz
Online,Dameron Hospital,CHOS3CC003,Desktop,DAMERON\mrodriguez,Microsoft Windows 10 Pro 10.0.19045,MJ04DM3F,CHOS3CC003,2025-03-26T23:53:53Z,4C:CC:6A:56:F4:A7,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz
Offline,Dameron Hospital,CHOS3COVSCRN1,Desktop,DAMERON\joramirez,Microsoft Windows 10 Pro 10.0.19045,MJ04AHFU,CHOS3COVSCRN1,2025-03-21T22:30:32Z,00:23:24:BD:D9:C5,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz
Offline,Dameron Hospital,CHOS3COVSCRN2,Desktop,,Microsoft Windows 10 Pro 10.0.19045,MJ05Y0PA,CHOS3COVSCRN2,2025-03-21T22:36:27Z,"6C:4B:90:1B:A6:2C, CC:2F:71:D4:46:0D, CC:2F:71:D4:46:11",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS3EAST001,Desktop,DAMERON\mgjumawan,Microsoft Windows 10 Pro 10.0.19045,MJ04AHEF,CHOS3EAST001,2025-03-26T23:53:53Z,00:23:24:BE:61:34,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz
Online,Dameron Hospital,CHOS3EAST003,Desktop,DAMERON\ccabutaje,Microsoft Windows 10 Pro 10.0.19045,MJ0BHM20,CHOS3EAST003,2025-03-26T23:53:53Z,"F8:75:A4:31:8D:09, AC:67:5D:61:C5:AB, AC:67:5D:61:C5:AF",Intel(R) Core(TM) i5-8400T CPU @ 1.70GHz
Offline,Dameron Hospital,CHOS3EAST004,Desktop,DAMERON\joramirez,Microsoft Windows 10 Pro 10.0.19045,MJ05XZF1,CHOS3EAST004,2025-03-26T22:21:02Z,"6C:4B:90:19:3D:24, F8:34:41:CA:55:58",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS3EAST005,Desktop,DAMERON\RROBEDILLO,Microsoft Windows 10 Pro 10.0.19045,MJ05V4NW,CHOS3EAST005,2025-03-26T23:53:53Z,"6C:4B:90:16:62:08, CC:2F:71:D1:AB:27, CC:2F:71:D1:AB:23",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Offline,Dameron Hospital,CHOS3EAST006,Desktop,DAMERON\joramirez,Microsoft Windows 10 Pro 10.0.19045,MJ05HLT8,CHOS3EAST006,2025-03-26T22:18:09Z,"00:23:24:F9:B6:2D, 7C:67:A2:62:C8:66",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS3EAST007,Desktop,DAMERON\2m,Microsoft Windows 10 Pro 10.0.19045,MJ05LAT0,CHOS3EAST007,2025-03-26T23:53:53Z,"6C:4B:90:03:0F:50, 7C:67:A2:F7:41:A3",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS3EAST008,Desktop,DAMERON\lab,Microsoft Windows 10 Pro 10.0.19045,MJ04G2X4,CHOS3EAST008,2025-03-26T23:53:53Z,00:23:24:BF:49:08,Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz
Offline,Dameron Hospital,CHOS3EAST325,Desktop,DAMERON\jmurphy,Microsoft Windows 10 Pro 10.0.19045,MJ06JB14,CHOS3EAST325,2025-03-12T14:50:42Z,"A0:C5:89:D5:BA:1A, 6C:4B:90:3C:9E:4C, A0:C5:89:D5:BA:1E",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
Online,Dameron Hospital,CHOS3EAST330,Desktop,DAMERON\srodrigues,Microsoft Windows 10 Pro 10.0.19045,MJ075642,CHOS3EAST330,2025-03-26T23:53:53Z,"5C:5F:67:D7:BE:73, 6C:4B:90:62:B6:90, 5C:5F:67:D7:BE:77",Intel(R) Core(TM) i5-7500T CPU @ 2.70GHz
Online,Dameron Hospital,CHOS3EAST331A,Desktop,DAMERON\tramirez,Microsoft Windows 10 Pro 10.0.19045,MJ07S348,CHOS3EAST331A,2025-03-26T23:53:53Z,"A0:A4:C5:A7:D7:F8, E8:6A:64:32:CB:4E, A0:A4:C5:A7:D7:FC",Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz
Online,Dameron Hospital,CHOS3EAST332A,Desktop,DAMERON\mgjumawan,Microsoft Windows 10 Pro 10.0.19045,MJ07S389,CHOS3EAST332A,2025-03-26T23:53:53Z,"A0:A4:C5:6B:8A:14, E8:6A:64:4D:B6:6D, A0:A4:C5:6B:8A:18",Intel(R) Core(TM) i5-8500T CPU @ 2.10GHz
Online,Dameron Hospital,CHOS3EAST332B,Desktop,,Microsoft Windows 10 Pro 10.0.19045,MJ06MNH9,CHOS3EAST332B,2025-03-26T23:53:53Z,"74:E5:F9:DA:2A:78, 6C:4B:90:4F:6C:7F, 74:E5:F9:DA:2A:7C",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
