Status,Site,Hostname,Type,Last User,OS,Serial Number,Description,Last Seen,MAC Address(es),Device CPU
Online,Dameron Hospital,14-ahdm-LogMon02,Server,,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 57 6f 08 b6 ca 61-59 09 96 4f e4 bc 0c d6,14-ahdm-LogMon02,2025-03-26T23:53:31Z,00:50:56:9A:D3:D8,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,3mtest-pc1,Desktop,,Microsoft Windows 10 Pro for Workstations 10.0.18363,VMware-56 4d 9d 73 51 b8 a1 e5-c4 ed b3 cd ec 18 18 bf,3mtest-pc1,2025-03-26T23:53:31Z,00:50:56:9A:7B:CF,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,3mtest-srv1,Server,DAMERON\da-alkhan,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 00 f8 b7 9e cd 0c-ed dc 60 bf 80 42 49 d9,3mtest-srv1,2025-03-26T23:53:31Z,00:50:56:9A:55:55,Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz
Online,Dameron Hospital,3mweb-srv1,Server,,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 77 45 82 40 e3 2a-f2 33 8c 82 4f 7f ff 9e,3mweb-srv1,2025-03-26T23:53:31Z,00:50:56:9A:D0:C4,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,AHJUMPSVR,Server,DAMERON\da-bpatil,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-56 4d 3a fe 44 b3 5e 82-26 d5 ec 58 48 0a c9 4c,AHJUMPSVR,2025-03-26T23:53:31Z,00:50:56:9A:D1:B9,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,Alaris-srv1,Server,DAMERON\alarisadmin,Microsoft Windows Server 2016 Standard 10.0.14393,VMware-56 4d 34 d0 d8 44 f2 5d-ba fa a2 b4 c2 b2 9b cb,Alaris-srv1,2025-03-26T23:53:31Z,00:50:56:9A:06:EB,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,AssuranceFTP-pc,Desktop,,Microsoft Windows 10 Pro 10.0.18363,VMware-42 37 0c ce d7 52 90 7d-b0 ee 56 f9 3d 58 16 2d,AssuranceFTP-pc,2025-03-26T23:53:31Z,00:50:56:9A:5A:0D,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,Axiom-srv1,Server,DAMERON\da-mansingh,Microsoft Windows Server 2016 Standard 10.0.14393,VMware-56 4d 6b 51 c3 5b 82 ae-b9 e5 bc 1f 90 8f 7d 76,Axiom-srv1,2025-03-26T23:53:31Z,00:50:56:9A:BA:E2,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,Axiom01,Server,DAMERON\da-mansingh,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 14 ea 3d c0 8d bc-ae 8a a1 40 15 e8 a9 73,Axiom01,2025-03-26T23:53:31Z,00:50:56:9A:35:B5,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,AxisClient01,Server,,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 48 17 c3 6b 36 9e-c4 36 eb 7f ef 01 37 4b,AxisClient01,2025-03-26T23:53:31Z,00:50:56:9A:48:24,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,AxosProd01,Server,,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 1a 71 7a 31 2a c7 9b-35 e5 68 51 30 a4 e7 8d,AxosProd01,2025-03-26T23:53:31Z,00:50:56:9A:A2:00,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,Bartender01,Server,,Microsoft Windows Server 2019 Standard 10.0.17763,VMware-42 37 40 e5 7f 58 45 b5-15 d8 1e 6d 73 c8 28 c3,Bartender01,2025-03-26T23:53:31Z,00:50:56:9A:AC:A5,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Online,Dameron Hospital,C5301AHSC1,Desktop,DAMERON\cmoua,Microsoft Windows 10 Pro 10.0.19045,MJ06MN8N,C5301AHSC1,2025-03-26T23:53:31Z,"00:19:D2:FB:02:C5, 6C:4B:90:4F:6A:FD",Intel(R) Core(TM) i3-6100T CPU @ 3.20GHz
